NA	DEV-100056	22	23	negative	Okay so I\u2019m watching Comedy Central just having a grand time & all & then the 1st commercial cut to is the saddest thing #DyingKids
NA	DEV-100057	8	8	positive	Lance just left\u002c dinner with the fam was great. Managed to watch Napoleon Dynamite and The Devil Inside. Long story short: wonderful sunday.
NA	DEV-100058	21	22	positive	Lance just left\u002c dinner with the fam was great. Managed to watch Napoleon Dynamite and The Devil Inside. Long story short: wonderful sunday.
NA	DEV-100059	25	25	positive	Come see the David Bowie tribute show I\u2019m in @ King King\u002c H\u2019wood\u002c Nov 4 & 5 (my b\u2019day). 6 singers/dancers\u002c 6 pc band - killin!
NA	DEV-100060	10	12	negative	But i wanna wear my Concords tomorrow though but i don\u2019t feel like it
NA	DEV-100061	22	23	negative	@CoachVac heey do you know anything about UVA\u2019s fallll fest loll they invited me so im going this sat but i really dont know what it is loll
NA	DEV-100062	0	2	positive	Up 20 points in my money league with Vernon Davis and L. Fitz still to go tomorrow. Thats what I like to see
NA	DEV-100063	17	22	positive	Up 20 points in my money league with Vernon Davis and L. Fitz still to go tomorrow. Thats what I like to see
NA	DEV-100064	13	13	positive	DEEJAYING this FRIDAY in THE FIRST CHOP it\u2019s CHRIS actual SMITH with a smashing mish mashing of TUNES from Stoke... http://t.co/N3W1Dkrv
NA	DEV-100065	19	19	negative	The Rick Santorum signing that was scheduled for tomorrow at the Books A Million in Exton\u002c PA has been CANCELLED due to the weather.
NA	DEV-100066	13	15	negative	@dreami9 lol yep looks like it! Was after El Clasico on Sunday. I didn\u2019t like her lol and this doesn\u2019t look serious so I\u2019m cool lol
NA	DEV-100067	19	21	negative	@dreami9 lol yep looks like it! Was after El Clasico on Sunday. I didn\u2019t like her lol and this doesn\u2019t look serious so I\u2019m cool lol
NA	DEV-100068	18	19	negative	@DannyB618 Sure absolutely-- I meant out of the Bachmann\u002c Perry\u002c Santorum\u002c Herman Cain bunch this election. And Romney was not my 1st choice
NA	DEV-100069	9	13	positive	Hustle cause you got to then kick back n party everyday like its Fri
NA	DEV-100070	7	11	negative	#pause I bet the clippers are gonna get in the Lakers ass Friday (today)
NA	DEV-100071	3	5	positive	Thursday night is reserved for comedys on NBC\u002c FX and tonight\u002c NFL Network.
NA	DEV-100072	2	3	negative	Mitt Romney falsely claimed he saw his father march with Martin Luther King Jr.  http://t.co/QcSDqEyB Mitt Romney what won\u2019t you lie about?
NA	DEV-100073	18	22	negative	Mitt Romney falsely claimed he saw his father march with Martin Luther King Jr.  http://t.co/QcSDqEyB Mitt Romney what won\u2019t you lie about?
NA	DEV-100074	1	3	positive	http://t.co/hZOrJG6W Its going down in #DeathValley this Saturday! Geaux Tigers @LSUfball @JacobHester22 @LSUCoachMiles
NA	DEV-100075	11	11	positive	Get to see my big sis sunday and watch the Packers game! #missher @Laurrr_Miller
NA	DEV-100076	16	16	positive	Not only is @MzMandyTugz home from China\u002c she\u2019s in LA...I called her and screamed Mandyyyyyyyyyyyyy...I\u2019m gonna hug her for 2 hrs tomorrow!
NA	DEV-100077	5	7	positive	Going to Singapore tonight :) Excited for Skyfall + penny boarding tomorrow!
NA	DEV-100078	14	22	negative	My great grandpa was gonna march with Dr. King but he said \"nah man\u002c why march when I can finger these white bitches instead?\"
NA	DEV-100079	6	9	positive	Watching Napoleon Dynamite with @katyholzzz = best Friday night ever! #throwback
NA	DEV-100080	2	3	negative	So Clattenburg\u2019s alleged racism may mean end of his career; Terry\u002c Suarez\u002c Rio use it and can\u2019t play for a couple of weeks? #consistency
NA	DEV-100081	16	17	negative	So Clattenburg\u2019s alleged racism may mean end of his career; Terry\u002c Suarez\u002c Rio use it and can\u2019t play for a couple of weeks? #consistency
NA	DEV-100082	4	4	positive	@ZulaGp @misstoyaj Watching this great interview with Ava Duvernay-new film coming out Fri. with the beautiful Nigerian actor from Red Tails
NA	DEV-100083	11	12	negative	Pretty Little Liars is not back until the 8th of January!!! I\u2019m devastated
NA	DEV-100084	1	1	positive	i like how each Friday the announcers hype how Alabama can be beat and each Monday state how Alabama is still number one...
NA	DEV-100085	21	22	positive	i like how each Friday the announcers hype how Alabama can be beat and each Monday state how Alabama is still number one...
NA	DEV-100086	16	17	neutral	[ESPN] SEC lunch links:  Some linkage for you on a Thursday: Alabama will throw some different thing... http://t.co/qr74InOB #RazorBacks
NA	DEV-100087	0	0	positive	Thanking all my lucky stars. (no Madonna) \"With the sun in the mornin\u2019 & the moon in the evenin\u2019 I\u2019m alright.\"
NA	DEV-100088	3	4	positive	Thanking all my lucky stars. (no Madonna) \"With the sun in the mornin\u2019 & the moon in the evenin\u2019 I\u2019m alright.\"
NA	DEV-100089	20	20	positive	Thanking all my lucky stars. (no Madonna) \"With the sun in the mornin\u2019 & the moon in the evenin\u2019 I\u2019m alright.\"
NA	DEV-100090	6	8	negative	The Philippines just passed a law worse than SOPA\u002c which actually criminalizes criticizing someone online. http://t.co/wUMX95vR
NA	DEV-100091	11	14	negative	The Philippines just passed a law worse than SOPA\u002c which actually criminalizes criticizing someone online. http://t.co/wUMX95vR
NA	DEV-100092	1	1	negative	@shockinglynaomi Sorry!! Still hope to see you in Los Angeles in February!! #NFTYConvention
NA	DEV-100093	6	7	negative	But some of ya need to calm down\u002c there just snippets! And besides we get to hear them on iTunes on Monday so it\u2019s not really a big deal!
NA	DEV-100094	24	28	neutral	But some of ya need to calm down\u002c there just snippets! And besides we get to hear them on iTunes on Monday so it\u2019s not really a big deal!
NA	DEV-100095	16	18	positive	@Real_Liam_Payne i\u2019ll be in london\u002c within zayn\u2019s birthday the 12th of january meet you there hahaaha DREAMS AND IMAGINATION OF MINE ..
NA	DEV-100096	5	5	negative	@BooGotti_So1OO Girl Exactly But I\u2019m Mad Because They Pushed Gotti Date Back! But Fuck All That NOVEMBER 23 RVA!  Shawty how you acting??
NA	DEV-100097	13	15	negative	@BooGotti_So1OO Girl Exactly But I\u2019m Mad Because They Pushed Gotti Date Back! But Fuck All That NOVEMBER 23 RVA!  Shawty how you acting??
NA	DEV-100098	2	2	positive	@CurtTheArcher1 The may have the best defense..but they still lost to the Packers
NA	DEV-100099	5	5	positive	@CurtTheArcher1 The may have the best defense..but they still lost to the Packers
NA	DEV-100100	7	9	negative	@CurtTheArcher1 The may have the best defense..but they still lost to the Packers
NA	DEV-100101	0	1	negative	Sad scenes about Underoath splitting. Off to Newcastle tomorrow for the weekend. Try catch the #arsenal game too. @jamiedurent if yr about
NA	DEV-100102	0	1	positive	Get pumped for the new season of Justified!! #january
NA	DEV-100103	3	4	negative	Sunderland have some shit fans! They all were going home with 10 mins of the game left. Demba Ba still 2nd top scorer #lalas #smb
NA	DEV-100104	0	3	neutral	Gotti dropped his mixtape on the 18th and even promoted gucci\u2019s. gwap is trippin
NA	DEV-100105	4	4	positive	#7ThingsAboutMyBestFriend 1.She is in love with Zayn Malik and Beau Brooks 2.Ive known her since 5th grade(; 3.She is so tiny!
NA	DEV-100106	16	16	positive	#7ThingsAboutMyBestFriend 1.She is in love with Zayn Malik and Beau Brooks 2.Ive known her since 5th grade(; 3.She is so tiny!
NA	DEV-100107	19	20	positive	#7ThingsAboutMyBestFriend 1.She is in love with Zayn Malik and Beau Brooks 2.Ive known her since 5th grade(; 3.She is so tiny!
NA	DEV-100108	19	19	negative	Also\u002c props to Bama. May God help whoever gets to play them in the National Championship. Get ready. We weren\u2019t.
NA	DEV-100109	1	3	positive	@ZackRyder Look forward to seeing you in Newcastle tomorrow night! I\u2019ll be front row wearing a Broski t-shirt! #WWWYKI
NA	DEV-100110	18	22	negative	@tessgrosvenor27 the Fiesta Bowl. And I was surprised to see they were ranked 6th in the polls. Cuse don\u2019t get alot of love in football land
NA	DEV-100111	10	12	positive	New series of Greys Anatomy starts on 07 November - one good thing about winter is the return of the best US shows! #nightsinfrontofthetelly
NA	DEV-100112	20	20	positive	New series of Greys Anatomy starts on 07 November - one good thing about winter is the return of the best US shows! #nightsinfrontofthetelly
NA	DEV-100113	11	11	positive	Jerred tomorrow followed by a day of nothing but xbox sounds great. Then next Friday. So much excite.
NA	DEV-100114	15	17	positive	Jerred tomorrow followed by a day of nothing but xbox sounds great. Then next Friday. So much excite.
NA	DEV-100115	1	1	positive	@ricxymartinez \"wicked\" welcome to new england! Are you still in boston? Im going to mass tomorrow to my friends house
NA	DEV-100116	16	17	negative	We all know that Ike Taylor got the 3rd Top Player of the game for his SWAGGIN\u2019 prowess only. #SNF
NA	DEV-100117	16	20	negative	Two-thirds of the NCAA football season are completed. The race for the BCS title game is heading to a huge controversy. http://t.co/KStEPiWn
NA	DEV-100118	8	8	positive	Is Demba Ba Sunderlands 2nd top scorer\u002c I believe he is. #Thunlun
NA	DEV-100119	7	7	positive	#Hawks fam\u002c twitpic your Halloween costume to win a pair of tickets to see the Hawks defeat the Rockets this Friday @ATolliver44
NA	DEV-100120	9	9	negative	Cardinals try to pick up the pieces against Packers: Embarrassed on Monday night\u002c the Arizona Cardinals are left... http://t.co/ruHfUKuf
NA	DEV-100121	8	9	positive	@JulesHolman Dear one was driving from Newcastle. Sunday? So glad @NorelleFeeehan liked it - it was great to meet you Norelle!
NA	DEV-100122	16	19	positive	@JulesHolman Dear one was driving from Newcastle. Sunday? So glad @NorelleFeeehan liked it - it was great to meet you Norelle!
NA	DEV-100123	6	7	positive	@premierleague Mr Howard Webb did a fantastic comback in Chelsea match 05 February 2012 - with the help of two magic penalties of course...
NA	DEV-100124	1	2	positive	Cowboys will beat the falcons sunday #iStamp
NA	DEV-100125	6	12	positive	Vegas Beat: Ellen reveals that Madonna helped her come out of the closet: Tuesday\u2019s episode of Ellen featured th... http://t.co/PwhBvNK1
NA	DEV-100126	0	1	positive	Can\u2019t wait to go to the WVU vs. TCU game on Saturday
NA	DEV-100127	0	3	positive	Very much looking forward to Saturday. Afternoon tea and Firework display at the Celtic Manor.
NA	DEV-100128	18	22	positive	Muhammad Ali came into my work tonight to eat...I think that being in the presence of a legend made this Tuesday pretty legit.
NA	DEV-100129	19	24	positive	\"I didn\u2019t want New York to miss my Madonna show. Get ready for Monday! It\u2019s gonna be on WNBC!\" There is a God<333333 Thanks Ellen :\u20193
NA	DEV-100130	0	4	negative	Life just isn\u2019t the same when there is no Pretty Little Liars on Tuesday nights.
NA	DEV-100131	11	12	negative	(Times Pic) LSU Coach Les Miles said BCS title game has no bearing on Saturday\u2019s matchup with Alabama http://t.co/e7qDoIyC #LSU
NA	DEV-100132	9	14	negative	\"@rwh4vt: We look like UVA. There I said it.\" So sad but so very true.. November 24th is going to be a circus
NA	DEV-100133	1	1	negative	Class early in the mornjng =\ it\u2019s bedtime! But do get to see my Sam tomorrow :)
NA	DEV-100134	7	8	positive	Hey @SDuPreeBemis :) Support to the Philippines? Cybercrime Law to be in full effect tomorrow. Our version of SOPA #JunktheCybercrimeLaw
NA	DEV-100135	11	12	negative	\"@RayWJ: \"Despite what you may have heard\u002c I actually do give a shit.\" --Honey Badger\u002c in an interview with Piers Morgan\"  @dogorman10
NA	DEV-100136	6	8	positive	I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!
NA	DEV-100137	12	14	neutral	I get to see Ces tomorrow!!!!! Best news since the hurricane. He better not forget his flashlight!
NA	DEV-100138	23	24	negative	Just been informed my police hat from Saturday has made a home in Chalmers and no doubt has made a home with some skank sob
NA	DEV-100139	8	8	negative	Sterling: Are you going to class tomorrow? Tyler: No\u002c Im going to wake up smoke pot and watch TV. #ShitTylerSays
NA	DEV-100140	9	9	positive	it\u2019s either UA or AU for grad school. As much as I love Alabama\u002c I\u2019m thinking Auburn may be the better choice for me.
NA	DEV-100141	14	23	positive	it\u2019s either UA or AU for grad school. As much as I love Alabama\u002c I\u2019m thinking Auburn may be the better choice for me.
NA	DEV-100142	20	20	positive	Watched a Pride and Prejudice play and then the season finale of the 2nd season of Downton Abbey. Tonight is so British.
NA	DEV-100143	10	10	negative	Oh yea and before @MrsRoyalty18 goes to Philly tomorrow she needs to return my brand new curling wand!! *dont forget*
NA	DEV-100144	1	1	negative	i hate how MLK Jr got caught apewalkin at the Selma March (reason why white people call us monkeys)
NA	DEV-100145	4	4	negative	So yeah.... I\u2019ll be bothering you all with voting for the PCA\u2019s the whole day today and tomorrow since it\u2019s closing on the 2nd.... Js
NA	DEV-100146	1	2	neutral	I\u2019m not sure how Teddy Bridgewater playing in the Orange Bowl will go over in Miami. We may find out.
NA	DEV-100147	8	10	positive	@bursonperson - Spotted: I just saw Elvis\u002c I\u2019m beginning to like the temporary 7th floor office. ;) @AOlavarria
NA	DEV-100148	10	11	positive	got to rockdale today and going back to houston tomorrow THANK GOD!
NA	DEV-100149	4	6	positive	@MMFlint you got a sweet shout out at a Jon huntsman jr speech in St. Louis Monday night. Well done!
NA	DEV-100150	18	19	positive	@MMFlint you got a sweet shout out at a Jon huntsman jr speech in St. Louis Monday night. Well done!
NA	DEV-100151	4	4	positive	Why is Jay Cutler good in the 4th qtr and not others? Good question\u002c ESPN. Could be worse\u002c though; he could be Tony Romo.
NA	DEV-100152	10	10	negative	Why is Jay Cutler good in the 4th qtr and not others? Good question\u002c ESPN. Could be worse\u002c though; he could be Tony Romo.
NA	DEV-100153	15	17	positive	Why is Jay Cutler good in the 4th qtr and not others? Good question\u002c ESPN. Could be worse\u002c though; he could be Tony Romo.
NA	DEV-100154	0	0	positive	Congratulations on scoring your first goal for Swansea yesterday. May I say that you look exactly like Jonas Gutierrez ! @ChicoFlores12
NA	DEV-100155	0	4	positive	Thanks to Norton Junior School for Friday\u2019s superb Op Anticipate assembly and the fab singing. Katy Perry\u2019s Firework had us beaming all day!
NA	DEV-100156	13	14	positive	Thanks to Norton Junior School for Friday\u2019s superb Op Anticipate assembly and the fab singing. Katy Perry\u2019s Firework had us beaming all day!
NA	DEV-100157	20	22	positive	Thanks to Norton Junior School for Friday\u2019s superb Op Anticipate assembly and the fab singing. Katy Perry\u2019s Firework had us beaming all day!
NA	DEV-100158	4	7	negative	Contraband was prolly the worst below average movie I ever sat and finished watching in my life
NA	DEV-100159	0	0	positive	Love my new #toy.I mean my IPod touch.5th generation.Does everything but make phone calls and has no GPS ability.I don\u2019t need those options.
NA	DEV-100160	1	2	negative	Gold edges down ahead of US jobs data: SINGAPORE (Reuters) - Gold edged lower on Friday\u002c with investors waiting ... http://t.co/hbL19o43
NA	DEV-100161	9	11	negative	Guarantee if I go to maths tomorrow ill spend the whole time talking
NA	DEV-100162	13	14	positive	I will watch Coach Stews Fiesta Bowl speech before the game tomorrow. Just seems right for some reason. I know he is smiling at this team.
NA	DEV-100163	22	22	positive	I will watch Coach Stews Fiesta Bowl speech before the game tomorrow. Just seems right for some reason. I know he is smiling at this team.
NA	DEV-100164	0	1	negative	HOLY SHIT. I just realized that I missed Pretty Little Liars on Tuesday. :/
NA	DEV-100165	7	7	negative	HOLY SHIT. I just realized that I missed Pretty Little Liars on Tuesday. :/
NA	DEV-100166	15	17	negative	But tonight when I went to see Madonna at the Scottrade when I walked in I started crying because I thought about last Saturday.
NA	DEV-100167	4	5	negative	Are the Canes the biggest losers in the Marlins Park deal? Losing the Orange Bowl = Not good for their program. Bad look at Sun Life.
NA	DEV-100168	16	17	negative	Are the Canes the biggest losers in the Marlins Park deal? Losing the Orange Bowl = Not good for their program. Bad look at Sun Life.
NA	DEV-100169	21	22	negative	Are the Canes the biggest losers in the Marlins Park deal? Losing the Orange Bowl = Not good for their program. Bad look at Sun Life.
NA	DEV-100170	18	23	positive	...it\u2019s Jason and i 3rd year anniversary today & it\u2019s my baby makes 3 months today! im the happiest and luckiest lady on earth :)
NA	DEV-100171	8	8	neutral	@VictoriaBiebs So we probably wont hang that long okay? I wanna see you before you leave China. :D Oh are you going tomorrow?
NA	DEV-100172	0	0	positive	Wow\u002c what a weekend: Flying Lotus\u002c Zombie Apocalypse\u002c writing\u002c Patriots\u002c Dog Beach...goodnight everyone. Monday morning\u002c screw you.
NA	DEV-100173	15	16	negative	Wow\u002c what a weekend: Flying Lotus\u002c Zombie Apocalypse\u002c writing\u002c Patriots\u002c Dog Beach...goodnight everyone. Monday morning\u002c screw you.
NA	DEV-100174	14	14	positive	@pkerns603 one time i sat next to rick santorum and i swear i was polite the whole time
NA	DEV-100175	3	5	neutral	@Sgibs7 even that may be better than rooting for pittsburgh\u002c tom brady bio it is
NA	DEV-100176	20	20	positive	We\u2019re going to be in the rose parade tomorrow with the other obedience club dogs! Lizzie will be wearing roses! :-)
NA	DEV-100177	3	3	negative	Chris Bosh may not be easy on the eyes\u002c but he has a freakin beautiful family!
NA	DEV-100178	14	14	positive	Chris Bosh may not be easy on the eyes\u002c but he has a freakin beautiful family!
NA	DEV-100179	11	11	positive	Napoleon dynamite is on and im not going to school tomorrow. #fantastic
NA	DEV-100180	4	5	positive	Watching Eddie Izzard Circle. Sooooo funny but I think it\u2019s bed time. Will make Andy watch it with me tomorrow.
NA	DEV-100181	19	23	negative	\"The last thing Dr. King ever said to me before he went down to Memphis: \u2019Harry\u002c we may be integrating into a burning house.\" ~H. Belafonte
NA	DEV-100182	21	23	negative	Me: \"Hey mom. Danielle gets her license tomorrow... You know what car she drives. A Range Rover\u002c pretty cool huh?\" Mom: \"No. Fuck off Sam.\"
NA	DEV-100183	0	1	positive	Looking fowrard to kaman returning this saturday when Mavs face the Bobcats! #MavsNation #GOMAVS
NA	DEV-100184	13	13	positive	Looking fowrard to kaman returning this saturday when Mavs face the Bobcats! #MavsNation #GOMAVS
NA	DEV-100185	11	11	negative	New header of Lana Del Rey *__* her face is getting blocked though\u002c I may change it later..
NA	DEV-100186	0	0	negative	Hating Breitbart out tomorrow in Wisconsin - Oshkosh\u002c Appleton\u002c Ashwaubenon\u002c and Brookfield. Check it out\u002c guys! #conservative
NA	DEV-100187	26	29	negative	Did he really just say \" You think on 3rd & 23 they would play it safe and kick it\". Im Roll Tide all day but that shit was harsh.
NA	DEV-100188	16	16	negative	Madonna is in concert tonight in St. Louis.  All the women are dressing like 80s whores.  Some of them may even go to the concert.
NA	DEV-100189	0	0	positive	Excited for pre-Fashion Night Out drinks at Pipa tomorrow night with the HomePolish designers! First of many... http://t.co/exClqgSM
NA	DEV-100190	17	17	negative	As a liberal dude\u002c I would have seriously considered voting for Jon Huntsman.  I may be wrong but he seems like a reasonable guy.
NA	DEV-100191	23	23	positive	As a liberal dude\u002c I would have seriously considered voting for Jon Huntsman.  I may be wrong but he seems like a reasonable guy.
NA	DEV-100192	0	2	neutral	Lakers gonna beat the Clippers tomorrow tho !
NA	DEV-100193	4	4	positive	@LukeBryanOnline you did an amazing job.....Can u fly to Indiana and sing to me for my birthday tomorrow
NA	DEV-100194	9	10	positive	@Warren_Kole@MichaelEaly Do u follow dj @THEJEDEYE1 ? U should\u002c he\u2019s great\u002c daily songs.Today was At Last\u002cEtta James.12th time youtube.Wow!
NA	DEV-100195	18	18	positive	@Warren_Kole@MichaelEaly Do u follow dj @THEJEDEYE1 ? U should\u002c he\u2019s great\u002c daily songs.Today was At Last\u002cEtta James.12th time youtube.Wow!
NA	DEV-100196	7	10	negative	I gave $2200 to the Santorum campaign. Put me in debt. Romney gets my vote anyway  though. 3rd party people just don\u2019t get how bad BHO is.
NA	DEV-100197	22	27	negative	I gave $2200 to the Santorum campaign. Put me in debt. Romney gets my vote anyway  though. 3rd party people just don\u2019t get how bad BHO is.
NA	DEV-100198	12	15	positive	My best friend is trying out for the Rose Parade tomorrow. I wish you the best Shante<3 Good luck! @Forever_Shante
NA	DEV-100199	25	27	negative	Monday Night Raw is on on Monday nights from 7pm-10pm. The 3rd season of Teen Mom 2 is on a new night. Mondays. At 9pm. Oh the dilemma......
